param,value,score,win,w1,w2,w3,w4,w5,w6,w7,w8,GAP
w2,44.900000000000006,534.0,True,1.0,44.900000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,45.0,-458.0,False,1.0,45.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,45.1,510.0,True,1.0,45.1,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,45.2,511.0,True,1.0,45.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,45.300000000000004,560.0,True,1.0,45.300000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,45.400000000000006,537.0,True,1.0,45.400000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,45.5,562.0,True,1.0,45.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,45.6,481.0,True,1.0,45.6,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,45.7,455.0,True,1.0,45.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,45.800000000000004,543.0,True,1.0,45.800000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,45.900000000000006,560.0,True,1.0,45.900000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,46.0,399.0,True,1.0,46.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,46.1,-492.0,False,1.0,46.1,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,46.2,564.0,True,1.0,46.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,46.300000000000004,560.0,True,1.0,46.300000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,46.400000000000006,562.0,True,1.0,46.400000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,46.5,562.0,True,1.0,46.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,46.6,443.0,True,1.0,46.6,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,46.7,468.0,True,1.0,46.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,46.800000000000004,512.0,True,1.0,46.800000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,46.900000000000006,547.0,True,1.0,46.900000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,47.0,531.0,True,1.0,47.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,47.1,564.0,True,1.0,47.1,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,47.2,511.0,True,1.0,47.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,47.300000000000004,544.0,True,1.0,47.300000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,47.400000000000006,-458.0,False,1.0,47.400000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,47.5,311.0,True,1.0,47.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,47.6,534.0,True,1.0,47.6,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,47.7,419.0,True,1.0,47.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,47.800000000000004,564.0,True,1.0,47.800000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,47.900000000000006,551.0,True,1.0,47.900000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,48.0,560.0,True,1.0,48.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,48.1,534.0,True,1.0,48.1,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,48.2,516.0,True,1.0,48.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,48.300000000000004,560.0,True,1.0,48.300000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,48.400000000000006,556.0,True,1.0,48.400000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,48.5,454.0,True,1.0,48.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,48.6,383.0,True,1.0,48.6,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,48.7,562.0,True,1.0,48.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,48.800000000000004,551.0,True,1.0,48.800000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,48.900000000000006,498.0,True,1.0,48.900000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,49.0,553.0,True,1.0,49.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,49.1,535.0,True,1.0,49.1,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,49.2,-494.0,False,1.0,49.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,49.300000000000004,513.0,True,1.0,49.300000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,49.400000000000006,550.0,True,1.0,49.400000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,49.5,560.0,True,1.0,49.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,49.6,564.0,True,1.0,49.6,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,49.7,549.0,True,1.0,49.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,49.800000000000004,495.0,True,1.0,49.800000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,49.900000000000006,554.0,True,1.0,49.900000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,50.0,-480.0,False,1.0,50.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,50.1,558.0,True,1.0,50.1,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,50.2,544.0,True,1.0,50.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,50.300000000000004,399.0,True,1.0,50.300000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,50.400000000000006,520.0,True,1.0,50.400000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,50.5,497.0,True,1.0,50.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,50.6,545.0,True,1.0,50.6,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,50.7,545.0,True,1.0,50.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,50.800000000000004,516.0,True,1.0,50.800000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,50.900000000000006,562.0,True,1.0,50.900000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,51.0,491.0,True,1.0,51.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,51.1,561.0,True,1.0,51.1,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,51.2,560.0,True,1.0,51.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,51.300000000000004,-506.0,False,1.0,51.300000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,51.400000000000006,554.0,True,1.0,51.400000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,51.5,562.0,True,1.0,51.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,51.6,560.0,True,1.0,51.6,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,51.7,556.0,True,1.0,51.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,51.800000000000004,564.0,True,1.0,51.800000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,51.900000000000006,495.0,True,1.0,51.900000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,52.0,554.0,True,1.0,52.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,52.1,552.0,True,1.0,52.1,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,52.2,-568.0,False,1.0,52.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,52.300000000000004,531.0,True,1.0,52.300000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,52.400000000000006,562.0,True,1.0,52.400000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,52.5,551.0,True,1.0,52.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,52.6,499.0,True,1.0,52.6,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,52.7,520.0,True,1.0,52.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,52.800000000000004,-494.0,False,1.0,52.800000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,52.900000000000006,547.0,True,1.0,52.900000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,53.0,543.0,True,1.0,53.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,53.1,483.0,True,1.0,53.1,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,53.2,564.0,True,1.0,53.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,53.300000000000004,503.0,True,1.0,53.300000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,53.400000000000006,527.0,True,1.0,53.400000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,53.5,560.0,True,1.0,53.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,53.6,509.0,True,1.0,53.6,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,53.7,505.0,True,1.0,53.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,53.800000000000004,564.0,True,1.0,53.800000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,53.900000000000006,473.0,True,1.0,53.900000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,54.0,558.0,True,1.0,54.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,54.1,548.0,True,1.0,54.1,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,54.2,550.0,True,1.0,54.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,54.300000000000004,463.0,True,1.0,54.300000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,54.400000000000006,549.0,True,1.0,54.400000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,54.5,497.0,True,1.0,54.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,54.6,551.0,True,1.0,54.6,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,54.7,497.0,True,1.0,54.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,54.800000000000004,550.0,True,1.0,54.800000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,54.900000000000006,562.0,True,1.0,54.900000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,55.0,560.0,True,1.0,55.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,55.1,491.0,True,1.0,55.1,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,55.2,547.0,True,1.0,55.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,55.300000000000004,549.0,True,1.0,55.300000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,55.400000000000006,541.0,True,1.0,55.400000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,55.5,511.0,True,1.0,55.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,55.6,489.0,True,1.0,55.6,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,55.7,552.0,True,1.0,55.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,55.800000000000004,513.0,True,1.0,55.800000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,55.900000000000006,535.0,True,1.0,55.900000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,56.0,528.0,True,1.0,56.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,56.1,564.0,True,1.0,56.1,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,56.2,503.0,True,1.0,56.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,56.300000000000004,562.0,True,1.0,56.300000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,56.400000000000006,517.0,True,1.0,56.400000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,56.5,564.0,True,1.0,56.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,56.6,536.0,True,1.0,56.6,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,56.7,-456.0,False,1.0,56.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,56.800000000000004,556.0,True,1.0,56.800000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,56.900000000000006,-502.0,False,1.0,56.900000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,57.0,552.0,True,1.0,57.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,57.1,564.0,True,1.0,57.1,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,57.2,562.0,True,1.0,57.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,57.300000000000004,564.0,True,1.0,57.300000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,57.400000000000006,549.0,True,1.0,57.400000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,57.5,561.0,True,1.0,57.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,57.6,560.0,True,1.0,57.6,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,57.7,560.0,True,1.0,57.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,57.800000000000004,556.0,True,1.0,57.800000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,57.900000000000006,529.0,True,1.0,57.900000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,58.0,547.0,True,1.0,58.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,58.1,560.0,True,1.0,58.1,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,58.2,507.0,True,1.0,58.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,58.300000000000004,525.0,True,1.0,58.300000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,58.400000000000006,560.0,True,1.0,58.400000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,58.5,-498.0,False,1.0,58.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,58.6,491.0,True,1.0,58.6,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,58.7,-500.0,False,1.0,58.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,58.800000000000004,564.0,True,1.0,58.800000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,58.900000000000006,-500.0,False,1.0,58.900000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,59.0,517.0,True,1.0,59.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,59.1,543.0,True,1.0,59.1,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,59.2,539.0,True,1.0,59.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,59.300000000000004,469.0,True,1.0,59.300000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,59.400000000000006,547.0,True,1.0,59.400000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,59.5,557.0,True,1.0,59.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,59.6,467.0,True,1.0,59.6,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,59.7,554.0,True,1.0,59.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,59.800000000000004,-510.0,False,1.0,59.800000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,59.900000000000006,499.0,True,1.0,59.900000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,60.0,559.0,True,1.0,60.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,60.1,543.0,True,1.0,60.1,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,60.2,393.0,True,1.0,60.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,60.300000000000004,527.0,True,1.0,60.300000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,60.400000000000006,472.0,True,1.0,60.400000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,60.5,560.0,True,1.0,60.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,60.6,545.0,True,1.0,60.6,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,60.7,556.0,True,1.0,60.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,60.800000000000004,561.0,True,1.0,60.800000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,60.900000000000006,536.0,True,1.0,60.900000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,61.0,548.0,True,1.0,61.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,61.1,-496.0,False,1.0,61.1,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,61.2,554.0,True,1.0,61.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,61.300000000000004,558.0,True,1.0,61.300000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,61.400000000000006,544.0,True,1.0,61.400000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,61.5,562.0,True,1.0,61.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,61.6,555.0,True,1.0,61.6,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,61.7,557.0,True,1.0,61.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,61.800000000000004,-512.0,False,1.0,61.800000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,61.900000000000006,491.0,True,1.0,61.900000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,62.0,548.0,True,1.0,62.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,62.1,512.0,True,1.0,62.1,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,62.2,461.0,True,1.0,62.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,62.300000000000004,552.0,True,1.0,62.300000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,62.400000000000006,544.0,True,1.0,62.400000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,62.5,533.0,True,1.0,62.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,62.6,545.0,True,1.0,62.6,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,62.7,487.0,True,1.0,62.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,62.800000000000004,564.0,True,1.0,62.800000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,62.900000000000006,562.0,True,1.0,62.900000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,63.0,561.0,True,1.0,63.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,63.1,536.0,True,1.0,63.1,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,63.2,-496.0,False,1.0,63.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,63.300000000000004,560.0,True,1.0,63.300000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,63.400000000000006,529.0,True,1.0,63.400000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,63.5,552.0,True,1.0,63.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,63.6,441.0,True,1.0,63.6,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,63.7,556.0,True,1.0,63.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,63.800000000000004,545.0,True,1.0,63.800000000000004,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,63.900000000000006,564.0,True,1.0,63.900000000000006,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,64.0,564.0,True,1.0,64.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,64.10000000000001,552.0,True,1.0,64.10000000000001,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,64.2,533.0,True,1.0,64.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,64.3,465.0,True,1.0,64.3,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,64.4,564.0,True,1.0,64.4,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,64.5,550.0,True,1.0,64.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,64.60000000000001,532.0,True,1.0,64.60000000000001,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,64.7,369.0,True,1.0,64.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,64.8,558.0,True,1.0,64.8,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,64.9,545.0,True,1.0,64.9,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,65.0,553.0,True,1.0,65.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,65.10000000000001,523.0,True,1.0,65.10000000000001,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,65.2,551.0,True,1.0,65.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,65.3,548.0,True,1.0,65.3,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,65.4,556.0,True,1.0,65.4,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,65.5,541.0,True,1.0,65.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,65.60000000000001,-472.0,False,1.0,65.60000000000001,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,65.7,540.0,True,1.0,65.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,65.8,510.0,True,1.0,65.8,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,65.9,519.0,True,1.0,65.9,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,66.0,497.0,True,1.0,66.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,66.10000000000001,477.0,True,1.0,66.10000000000001,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,66.2,560.0,True,1.0,66.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,66.3,504.0,True,1.0,66.3,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,66.4,528.0,True,1.0,66.4,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,66.5,-502.0,False,1.0,66.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,66.60000000000001,564.0,True,1.0,66.60000000000001,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,66.7,545.0,True,1.0,66.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,66.8,558.0,True,1.0,66.8,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,66.9,545.0,True,1.0,66.9,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,67.0,-500.0,False,1.0,67.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,67.10000000000001,556.0,True,1.0,67.10000000000001,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,67.2,562.0,True,1.0,67.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,67.3,491.0,True,1.0,67.3,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,67.4,564.0,True,1.0,67.4,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,67.5,-498.0,False,1.0,67.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,67.60000000000001,447.0,True,1.0,67.60000000000001,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,67.7,481.0,True,1.0,67.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,67.8,556.0,True,1.0,67.8,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,67.9,556.0,True,1.0,67.9,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,68.0,564.0,True,1.0,68.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,68.10000000000001,541.0,True,1.0,68.10000000000001,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,68.2,531.0,True,1.0,68.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,68.3,564.0,True,1.0,68.3,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,68.4,556.0,True,1.0,68.4,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,68.5,564.0,True,1.0,68.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,68.60000000000001,553.0,True,1.0,68.60000000000001,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,68.7,549.0,True,1.0,68.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,68.8,469.0,True,1.0,68.8,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,68.9,483.0,True,1.0,68.9,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,69.0,552.0,True,1.0,69.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,69.10000000000001,564.0,True,1.0,69.10000000000001,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,69.2,562.0,True,1.0,69.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,69.3,441.0,True,1.0,69.3,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,69.4,-466.0,False,1.0,69.4,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,69.5,-472.0,False,1.0,69.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,69.60000000000001,535.0,True,1.0,69.60000000000001,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,69.7,564.0,True,1.0,69.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,69.8,504.0,True,1.0,69.8,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,69.9,553.0,True,1.0,69.9,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,70.0,558.0,True,1.0,70.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,70.10000000000001,562.0,True,1.0,70.10000000000001,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,70.2,537.0,True,1.0,70.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,70.3,521.0,True,1.0,70.3,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,70.4,554.0,True,1.0,70.4,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,70.5,544.0,True,1.0,70.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,70.60000000000001,467.0,True,1.0,70.60000000000001,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,70.7,546.0,True,1.0,70.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,70.8,548.0,True,1.0,70.8,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,70.9,564.0,True,1.0,70.9,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,71.0,564.0,True,1.0,71.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,71.10000000000001,539.0,True,1.0,71.10000000000001,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,71.2,560.0,True,1.0,71.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,71.3,-496.0,False,1.0,71.3,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,71.4,547.0,True,1.0,71.4,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,71.5,564.0,True,1.0,71.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,71.60000000000001,562.0,True,1.0,71.60000000000001,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,71.7,564.0,True,1.0,71.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,71.8,564.0,True,1.0,71.8,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,71.9,548.0,True,1.0,71.9,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,72.0,558.0,True,1.0,72.0,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,72.10000000000001,447.0,True,1.0,72.10000000000001,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,72.2,531.0,True,1.0,72.2,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,72.3,527.0,True,1.0,72.3,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,72.4,562.0,True,1.0,72.4,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,72.5,-552.0,False,1.0,72.5,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,72.60000000000001,-558.0,False,1.0,72.60000000000001,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,72.7,564.0,True,1.0,72.7,0.5,1.0,2.0,200.0,2.0,0.0,2
w2,72.8,564.0,True,1.0,72.8,0.5,1.0,2.0,200.0,2.0,0.0,2
